# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-10-26 14:37:52 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02175000 EDISTO RIVER NR GIVHANS, SC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02175000
#            TS   parameter     Description
#        128196       00065     Gage height, feet
#        128198       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	128196_00065	128196_00065_cd	128198_00060	128198_00060_cd
USGS	02175000	2016-07-04 17:00	EST	2.50	P	639	P
USGS	02175000	2016-07-04 18:00	EST	2.46	P	627	P
USGS	02175000	2016-07-04 19:00	EST	2.50	P	639	P
USGS	02175000	2016-07-04 20:00	EST	2.49	P	636	P
USGS	02175000	2016-07-04 21:00	EST	2.49	P	636	P
USGS	02175000	2016-07-04 22:00	EST	2.48	P	633	P
USGS	02175000	2016-07-04 23:00	EST	2.48	P	633	P
USGS	02175000	2016-07-05 00:00	EST	2.47	P	630	P
USGS	02175000	2016-07-05 01:00	EST	2.47	P	630	P
USGS	02175000	2016-07-05 02:00	EST	2.46	P	627	P
USGS	02175000	2016-07-05 03:00	EST	2.45	P	624	P
USGS	02175000	2016-07-05 04:00	EST	2.45	P	624	P
USGS	02175000	2016-07-05 05:00	EST	2.45	P	624	P
USGS	02175000	2016-07-05 06:00	EST	2.44	P	621	P
USGS	02175000	2016-07-05 07:00	EST	2.42	P	615	P
USGS	02175000	2016-07-05 08:00	EST	2.40	P	610	P
USGS	02175000	2016-07-05 09:00	EST	2.38	P	604	P
USGS	02175000	2016-07-05 10:00	EST	2.40	P	610	P
USGS	02175000	2016-07-05 11:00	EST	2.38	P	604	P
USGS	02175000	2016-07-05 12:00	EST	2.37	P	601	P
USGS	02175000	2016-07-05 13:00	EST	2.39	P	607	P
USGS	02175000	2016-07-05 14:00	EST	2.36	P	598	P
USGS	02175000	2016-07-05 15:00	EST	2.37	P	601	P
USGS	02175000	2016-07-05 16:00	EST	2.35	P	595	P
USGS	02175000	2016-07-05 17:00	EST	2.37	P	601	P
USGS	02175000	2016-07-05 18:00	EST	2.38	P	604	P
USGS	02175000	2016-07-05 19:00	EST	2.39	P	607	P
USGS	02175000	2016-07-05 20:00	EST	2.38	P	604	P
USGS	02175000	2016-07-05 21:00	EST	2.38	P	604	P
USGS	02175000	2016-07-05 22:00	EST	2.37	P	601	P
USGS	02175000	2016-07-05 23:00	EST	2.36	P	598	P
USGS	02175000	2016-07-06 00:00	EST	2.36	P	598	P
USGS	02175000	2016-07-06 01:00	EST	2.36	P	598	P
USGS	02175000	2016-07-06 02:00	EST	2.35	P	595	P
USGS	02175000	2016-07-06 03:00	EST	2.34	P	592	P
USGS	02175000	2016-07-06 04:00	EST	2.34	P	592	P
USGS	02175000	2016-07-06 05:00	EST	2.33	P	589	P
USGS	02175000	2016-07-06 06:00	EST	2.33	P	589	P
USGS	02175000	2016-07-06 07:00	EST	2.33	P	589	P
USGS	02175000	2016-07-06 08:00	EST	2.31	P	583	P
USGS	02175000	2016-07-06 09:00	EST	2.31	P	583	P
USGS	02175000	2016-07-06 10:00	EST	2.29	P	577	P
USGS	02175000	2016-07-06 11:00	EST	2.28	P	575	P
USGS	02175000	2016-07-06 12:00	EST	2.28	P	575	P
USGS	02175000	2016-07-06 13:00	EST	2.28	P	575	P
USGS	02175000	2016-07-06 14:00	EST	2.24	P	563	P
USGS	02175000	2016-07-06 15:00	EST	2.27	P	572	P
USGS	02175000	2016-07-06 16:00	EST	2.24	P	563	P
USGS	02175000	2016-07-06 17:00	EST	2.27	P	572	P
USGS	02175000	2016-07-06 18:00	EST	2.31	P	583	P
USGS	02175000	2016-07-06 19:00	EST	2.31	P	583	P
USGS	02175000	2016-07-06 20:00	EST	2.33	P	589	P
USGS	02175000	2016-07-06 21:00	EST	2.32	P	586	P
USGS	02175000	2016-07-06 22:00	EST	2.32	P	586	P
USGS	02175000	2016-07-06 23:00	EST	2.32	P	586	P
USGS	02175000	2016-07-07 00:00	EST	2.32	P	586	P
USGS	02175000	2016-07-07 01:00	EST	2.31	P	583	P
USGS	02175000	2016-07-07 02:00	EST	2.30	P	580	P
USGS	02175000	2016-07-07 03:00	EST	2.30	P	580	P
USGS	02175000	2016-07-07 04:00	EST	2.30	P	580	P
USGS	02175000	2016-07-07 05:00	EST	2.30	P	580	P
USGS	02175000	2016-07-07 06:00	EST	2.31	P	583	P
USGS	02175000	2016-07-07 07:00	EST	2.29	P	577	P
USGS	02175000	2016-07-07 08:00	EST	2.27	P	572	P
USGS	02175000	2016-07-07 09:00	EST	2.27	P	572	P
USGS	02175000	2016-07-07 10:00	EST	2.26	P	569	P
USGS	02175000	2016-07-07 11:00	EST	2.27	P	572	P
USGS	02175000	2016-07-07 12:00	EST	2.26	P	569	P
USGS	02175000	2016-07-07 13:00	EST	2.25	P	566	P
USGS	02175000	2016-07-07 14:00	EST	2.25	P	566	P
USGS	02175000	2016-07-07 15:00	EST	2.26	P	569	P
USGS	02175000	2016-07-07 16:00	EST	2.23	P	560	P
USGS	02175000	2016-07-07 17:00	EST	2.24	P	563	P
USGS	02175000	2016-07-07 18:00	EST	2.26	P	569	P
USGS	02175000	2016-07-07 19:00	EST	2.28	P	575	P
USGS	02175000	2016-07-07 20:00	EST	2.27	P	572	P
USGS	02175000	2016-07-07 21:00	EST	2.27	P	572	P
USGS	02175000	2016-07-07 22:00	EST	2.27	P	572	P
USGS	02175000	2016-07-07 23:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 00:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 01:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 02:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 03:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 04:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 05:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 06:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 07:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 08:00	EST	2.26	P	569	P
USGS	02175000	2016-07-08 09:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 10:00	EST	2.26	P	569	P
USGS	02175000	2016-07-08 11:00	EST	2.22	P	557	P
USGS	02175000	2016-07-08 12:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 13:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 14:00	EST	2.25	P	566	P
USGS	02175000	2016-07-08 15:00	EST	2.24	P	563	P
USGS	02175000	2016-07-08 16:00	EST	2.24	P	563	P
USGS	02175000	2016-07-08 17:00	EST	2.25	P	566	P
USGS	02175000	2016-07-08 18:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 19:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 20:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 21:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 22:00	EST	2.27	P	572	P
USGS	02175000	2016-07-08 23:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 00:00	EST	2.26	P	569	P
USGS	02175000	2016-07-09 01:00	EST	2.25	P	566	P
USGS	02175000	2016-07-09 02:00	EST	2.24	P	563	P
USGS	02175000	2016-07-09 03:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 04:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 05:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 06:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 07:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 08:00	EST	2.25	P	566	P
USGS	02175000	2016-07-09 09:00	EST	2.26	P	569	P
USGS	02175000	2016-07-09 10:00	EST	2.25	P	566	P
USGS	02175000	2016-07-09 11:00	EST	2.24	P	563	P
USGS	02175000	2016-07-09 12:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 13:00	EST	2.25	P	566	P
USGS	02175000	2016-07-09 14:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 15:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 16:00	EST	2.19	P	549	P
USGS	02175000	2016-07-09 17:00	EST	2.26	P	569	P
USGS	02175000	2016-07-09 18:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 19:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 20:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 21:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 22:00	EST	2.27	P	572	P
USGS	02175000	2016-07-09 23:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 00:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 01:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 02:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 03:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 04:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 05:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 06:00	EST	2.28	P	575	P
USGS	02175000	2016-07-10 07:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 08:00	EST	2.26	P	569	P
USGS	02175000	2016-07-10 09:00	EST	2.26	P	569	P
USGS	02175000	2016-07-10 10:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 11:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 12:00	EST	2.25	P	566	P
USGS	02175000	2016-07-10 13:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 14:00	EST	2.25	P	566	P
USGS	02175000	2016-07-10 15:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 16:00	EST	2.26	P	569	P
USGS	02175000	2016-07-10 17:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 18:00	EST	2.24	P	563	P
USGS	02175000	2016-07-10 19:00	EST	2.26	P	569	P
USGS	02175000	2016-07-10 20:00	EST	2.26	P	569	P
USGS	02175000	2016-07-10 21:00	EST	2.26	P	569	P
USGS	02175000	2016-07-10 22:00	EST	2.27	P	572	P
USGS	02175000	2016-07-10 23:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 00:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 01:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 02:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 03:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 04:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 05:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 06:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 07:00	EST	2.28	P	575	P
USGS	02175000	2016-07-11 08:00	EST	2.28	P	575	P
USGS	02175000	2016-07-11 09:00	EST	2.28	P	575	P
USGS	02175000	2016-07-11 10:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 11:00	EST	2.26	P	569	P
USGS	02175000	2016-07-11 12:00	EST	2.25	P	566	P
USGS	02175000	2016-07-11 13:00	EST	2.22	P	557	P
USGS	02175000	2016-07-11 14:00	EST	2.24	P	563	P
USGS	02175000	2016-07-11 15:00	EST	2.23	P	560	P
USGS	02175000	2016-07-11 16:00	EST	2.23	P	560	P
USGS	02175000	2016-07-11 17:00	EST	2.24	P	563	P
USGS	02175000	2016-07-11 18:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 19:00	EST	2.27	P	572	P
USGS	02175000	2016-07-11 20:00	EST	2.26	P	569	P
USGS	02175000	2016-07-11 21:00	EST	2.26	P	569	P
USGS	02175000	2016-07-11 22:00	EST	2.26	P	569	P
USGS	02175000	2016-07-11 23:00	EST	2.26	P	569	P
USGS	02175000	2016-07-12 00:00	EST	2.26	P	569	P
USGS	02175000	2016-07-12 01:00	EST	2.26	P	569	P
USGS	02175000	2016-07-12 02:00	EST	2.26	P	569	P
USGS	02175000	2016-07-12 03:00	EST	2.26	P	569	P
USGS	02175000	2016-07-12 04:00	EST	2.26	P	569	P
USGS	02175000	2016-07-12 05:00	EST	2.25	P	566	P
USGS	02175000	2016-07-12 06:00	EST	2.25	P	566	P
USGS	02175000	2016-07-12 07:00	EST	2.25	P	566	P
USGS	02175000	2016-07-12 08:00	EST	2.25	P	566	P
USGS	02175000	2016-07-12 09:00	EST	2.25	P	566	P
USGS	02175000	2016-07-12 10:00	EST	2.24	P	563	P
USGS	02175000	2016-07-12 11:00	EST	2.21	P	555	P
USGS	02175000	2016-07-12 12:00	EST	2.21	P	555	P
USGS	02175000	2016-07-12 13:00	EST	2.22	P	557	P
USGS	02175000	2016-07-12 14:00	EST	2.24	P	563	P
USGS	02175000	2016-07-12 15:00	EST	2.20	P	552	P
USGS	02175000	2016-07-12 16:00	EST	2.21	P	555	P
USGS	02175000	2016-07-12 17:00	EST	2.21	P	555	P
USGS	02175000	2016-07-12 18:00	EST	2.22	P	557	P
USGS	02175000	2016-07-12 19:00	EST	2.22	P	557	P
USGS	02175000	2016-07-12 20:00	EST	2.21	P	555	P
USGS	02175000	2016-07-12 21:00	EST	2.21	P	555	P
USGS	02175000	2016-07-12 22:00	EST	2.21	P	555	P
USGS	02175000	2016-07-12 23:00	EST	2.21	P	555	P
USGS	02175000	2016-07-13 00:00	EST	2.21	P	555	P
USGS	02175000	2016-07-13 01:00	EST	2.20	P	552	P
USGS	02175000	2016-07-13 02:00	EST	2.20	P	552	P
USGS	02175000	2016-07-13 03:00	EST	2.19	P	549	P
USGS	02175000	2016-07-13 04:00	EST	2.19	P	549	P
USGS	02175000	2016-07-13 05:00	EST	2.19	P	549	P
USGS	02175000	2016-07-13 06:00	EST	2.18	P	546	P
USGS	02175000	2016-07-13 07:00	EST	2.19	P	549	P
USGS	02175000	2016-07-13 08:00	EST	2.18	P	546	P
USGS	02175000	2016-07-13 09:00	EST	2.19	P	549	P
USGS	02175000	2016-07-13 10:00	EST	2.18	P	546	P
USGS	02175000	2016-07-13 11:00	EST	2.18	P	546	P
USGS	02175000	2016-07-13 12:00	EST	2.12	P	529	P
USGS	02175000	2016-07-13 13:00	EST	2.14	P	535	P
USGS	02175000	2016-07-13 14:00	EST	2.12	P	529	P
USGS	02175000	2016-07-13 15:00	EST	2.14	P	535	P
USGS	02175000	2016-07-13 16:00	EST	2.17	P	543	P
USGS	02175000	2016-07-13 17:00	EST	2.15	P	538	P
USGS	02175000	2016-07-13 18:00	EST	2.16	P	540	P
USGS	02175000	2016-07-13 19:00	EST	2.16	P	540	P
USGS	02175000	2016-07-13 20:00	EST	2.15	P	538	P
USGS	02175000	2016-07-13 21:00	EST	2.15	P	538	P
USGS	02175000	2016-07-13 22:00	EST	2.15	P	538	P
USGS	02175000	2016-07-13 23:00	EST	2.15	P	538	P
USGS	02175000	2016-07-14 00:00	EST	2.15	P	538	P
USGS	02175000	2016-07-14 01:00	EST	2.15	P	538	P
USGS	02175000	2016-07-14 02:00	EST	2.15	P	538	P
USGS	02175000	2016-07-14 03:00	EST	2.15	P	538	P
USGS	02175000	2016-07-14 04:00	EST	2.14	P	535	P
USGS	02175000	2016-07-14 05:00	EST	2.15	P	538	P
USGS	02175000	2016-07-14 06:00	EST	2.15	P	538	P
USGS	02175000	2016-07-14 07:00	EST	2.14	P	535	P
USGS	02175000	2016-07-14 08:00	EST	2.13	P	532	P
USGS	02175000	2016-07-14 09:00	EST	2.14	P	535	P
USGS	02175000	2016-07-14 10:00	EST	2.13	P	532	P
USGS	02175000	2016-07-14 11:00	EST	2.12	P	529	P
USGS	02175000	2016-07-14 12:00	EST	2.11	P	526	P
USGS	02175000	2016-07-14 13:00	EST	2.08	P	518	P
USGS	02175000	2016-07-14 14:00	EST	2.10	P	524	P
USGS	02175000	2016-07-14 15:00	EST	2.11	P	526	P
USGS	02175000	2016-07-14 16:00	EST	2.11	P	526	P
USGS	02175000	2016-07-14 17:00	EST	2.12	P	529	P
USGS	02175000	2016-07-14 18:00	EST	2.12	P	529	P
USGS	02175000	2016-07-14 19:00	EST	2.13	P	532	P
USGS	02175000	2016-07-14 20:00	EST	2.12	P	529	P
USGS	02175000	2016-07-14 21:00	EST	2.12	P	529	P
USGS	02175000	2016-07-14 22:00	EST	2.12	P	529	P
USGS	02175000	2016-07-14 23:00	EST	2.12	P	529	P
USGS	02175000	2016-07-15 00:00	EST	2.11	P	526	P
USGS	02175000	2016-07-15 01:00	EST	2.11	P	526	P
USGS	02175000	2016-07-15 02:00	EST	2.11	P	526	P
USGS	02175000	2016-07-15 03:00	EST	2.11	P	526	P
USGS	02175000	2016-07-15 04:00	EST	2.11	P	526	P
USGS	02175000	2016-07-15 05:00	EST	2.11	P	526	P
USGS	02175000	2016-07-15 06:00	EST	2.11	P	526	P
USGS	02175000	2016-07-15 07:00	EST	2.10	P	524	P
USGS	02175000	2016-07-15 08:00	EST	2.06	P	513	P
USGS	02175000	2016-07-15 09:00	EST	2.06	P	513	P
USGS	02175000	2016-07-15 10:00	EST	2.08	P	518	P
USGS	02175000	2016-07-15 11:00	EST	2.09	P	521	P
USGS	02175000	2016-07-15 12:00	EST	2.07	P	515	P
USGS	02175000	2016-07-15 13:00	EST	2.04	P	507	P
USGS	02175000	2016-07-15 14:00	EST	2.04	P	507	P
USGS	02175000	2016-07-15 15:00	EST	2.06	P	513	P
USGS	02175000	2016-07-15 16:00	EST	2.08	P	518	P
USGS	02175000	2016-07-15 17:00	EST	2.07	P	515	P
USGS	02175000	2016-07-15 18:00	EST	2.08	P	518	P
USGS	02175000	2016-07-15 19:00	EST	2.08	P	518	P
USGS	02175000	2016-07-15 20:00	EST	2.07	P	515	P
USGS	02175000	2016-07-15 21:00	EST	2.07	P	515	P
USGS	02175000	2016-07-15 22:00	EST	2.07	P	515	P
USGS	02175000	2016-07-15 23:00	EST	2.07	P	515	P
USGS	02175000	2016-07-16 00:00	EST	2.06	P	513	P
USGS	02175000	2016-07-16 01:00	EST	2.06	P	513	P
USGS	02175000	2016-07-16 02:00	EST	2.06	P	513	P
USGS	02175000	2016-07-16 03:00	EST	2.05	P	510	P
USGS	02175000	2016-07-16 04:00	EST	2.05	P	510	P
USGS	02175000	2016-07-16 05:00	EST	2.05	P	510	P
USGS	02175000	2016-07-16 06:00	EST	2.05	P	510	P
USGS	02175000	2016-07-16 07:00	EST	2.05	P	510	P
USGS	02175000	2016-07-16 08:00	EST	2.04	P	507	P
USGS	02175000	2016-07-16 09:00	EST	2.02	P	502	P
USGS	02175000	2016-07-16 10:00	EST	2.01	P	499	P
USGS	02175000	2016-07-16 11:00	EST	2.01	P	499	P
USGS	02175000	2016-07-16 12:00	EST	1.99	P	493	P
USGS	02175000	2016-07-16 13:00	EST	2.00	P	496	P
USGS	02175000	2016-07-16 14:00	EST	1.99	P	493	P
USGS	02175000	2016-07-16 15:00	EST	2.02	P	502	P
USGS	02175000	2016-07-16 16:00	EST	2.04	P	507	P
USGS	02175000	2016-07-16 17:00	EST	2.03	P	504	P
USGS	02175000	2016-07-16 18:00	EST	2.03	P	504	P
USGS	02175000	2016-07-16 19:00	EST	2.02	P	502	P
USGS	02175000	2016-07-16 20:00	EST	2.02	P	502	P
USGS	02175000	2016-07-16 21:00	EST	2.02	P	502	P
USGS	02175000	2016-07-16 22:00	EST	2.00	P	496	P
USGS	02175000	2016-07-16 23:00	EST	1.96	P	485	P
USGS	02175000	2016-07-17 00:00	EST	2.04	P	507	P
USGS	02175000	2016-07-17 01:00	EST	2.03	P	504	P
USGS	02175000	2016-07-17 02:00	EST	2.01	P	499	P
USGS	02175000	2016-07-17 03:00	EST	2.04	P	507	P
USGS	02175000	2016-07-17 04:00	EST	2.04	P	507	P
USGS	02175000	2016-07-17 05:00	EST	2.04	P	507	P
USGS	02175000	2016-07-17 06:00	EST	2.04	P	507	P
USGS	02175000	2016-07-17 07:00	EST	2.04	P	507	P
USGS	02175000	2016-07-17 08:00	EST	2.03	P	504	P
USGS	02175000	2016-07-17 09:00	EST	2.03	P	504	P
USGS	02175000	2016-07-17 10:00	EST	2.03	P	504	P
USGS	02175000	2016-07-17 11:00	EST	2.02	P	502	P
USGS	02175000	2016-07-17 12:00	EST	1.96	P	485	P
USGS	02175000	2016-07-17 13:00	EST	2.01	P	499	P
USGS	02175000	2016-07-17 14:00	EST	2.02	P	502	P
USGS	02175000	2016-07-17 15:00	EST	2.04	P	507	P
USGS	02175000	2016-07-17 16:00	EST	2.05	P	510	P
USGS	02175000	2016-07-17 17:00	EST	2.05	P	510	P
USGS	02175000	2016-07-17 18:00	EST	2.05	P	510	P
USGS	02175000	2016-07-17 19:00	EST	2.05	P	510	P
USGS	02175000	2016-07-17 20:00	EST	2.07	P	515	P
USGS	02175000	2016-07-17 21:00	EST	2.07	P	515	P
USGS	02175000	2016-07-17 22:00	EST	2.09	P	521	P
USGS	02175000	2016-07-17 23:00	EST	2.10	P	524	P
USGS	02175000	2016-07-18 00:00	EST	2.11	P	526	P
USGS	02175000	2016-07-18 01:00	EST	2.13	P	532	P
USGS	02175000	2016-07-18 02:00	EST	2.13	P	532	P
USGS	02175000	2016-07-18 03:00	EST	2.13	P	532	P
USGS	02175000	2016-07-18 04:00	EST	2.14	P	535	P
USGS	02175000	2016-07-18 05:00	EST	2.15	P	538	P
USGS	02175000	2016-07-18 06:00	EST	2.15	P	538	P
USGS	02175000	2016-07-18 07:00	EST	2.15	P	538	P
USGS	02175000	2016-07-18 08:00	EST	2.15	P	538	P
USGS	02175000	2016-07-18 09:00	EST	2.15	P	538	P
USGS	02175000	2016-07-18 10:00	EST	2.16	P	540	P
USGS	02175000	2016-07-18 11:00	EST	2.12	P	529	P
USGS	02175000	2016-07-18 12:00	EST	2.14	P	535	P
USGS	02175000	2016-07-18 13:00	EST	2.11	P	526	P
USGS	02175000	2016-07-18 14:00	EST	2.13	P	532	P
USGS	02175000	2016-07-18 15:00	EST	2.16	P	540	P
USGS	02175000	2016-07-18 16:00	EST	2.17	P	543	P
USGS	02175000	2016-07-18 17:00	EST	2.18	P	546	P
USGS	02175000	2016-07-18 18:00	EST	2.19	P	549	P
USGS	02175000	2016-07-18 19:00	EST	2.19	P	549	P
USGS	02175000	2016-07-18 20:00	EST	2.19	P	549	P
USGS	02175000	2016-07-18 21:00	EST	2.20	P	552	P
USGS	02175000	2016-07-18 22:00	EST	2.20	P	552	P
USGS	02175000	2016-07-18 23:00	EST	2.21	P	555	P
USGS	02175000	2016-07-19 00:00	EST	2.21	P	555	P
USGS	02175000	2016-07-19 01:00	EST	2.21	P	555	P
USGS	02175000	2016-07-19 02:00	EST	2.22	P	557	P
USGS	02175000	2016-07-19 03:00	EST	2.22	P	557	P
USGS	02175000	2016-07-19 04:00	EST	2.23	P	560	P
USGS	02175000	2016-07-19 05:00	EST	2.23	P	560	P
USGS	02175000	2016-07-19 06:00	EST	2.23	P	560	P
USGS	02175000	2016-07-19 07:00	EST	2.24	P	563	P
USGS	02175000	2016-07-19 08:00	EST	2.24	P	563	P
USGS	02175000	2016-07-19 09:00	EST	2.24	P	563	P
USGS	02175000	2016-07-19 10:00	EST	2.24	P	563	P
USGS	02175000	2016-07-19 11:00	EST	2.26	P	569	P
USGS	02175000	2016-07-19 12:00	EST	2.27	P	572	P
USGS	02175000	2016-07-19 13:00	EST	2.29	P	577	P
USGS	02175000	2016-07-19 14:00	EST	2.27	P	572	P
USGS	02175000	2016-07-19 15:00	EST	2.30	P	580	P
USGS	02175000	2016-07-19 16:00	EST	2.31	P	583	P
USGS	02175000	2016-07-19 17:00	EST	2.24	P	563	P
USGS	02175000	2016-07-19 18:00	EST	2.32	P	586	P
USGS	02175000	2016-07-19 19:00	EST	2.34	P	592	P
USGS	02175000	2016-07-19 20:00	EST	2.35	P	595	P
USGS	02175000	2016-07-19 21:00	EST	2.36	P	598	P
USGS	02175000	2016-07-19 22:00	EST	2.37	P	601	P
USGS	02175000	2016-07-19 23:00	EST	2.37	P	601	P
USGS	02175000	2016-07-20 00:00	EST	2.38	P	604	P
USGS	02175000	2016-07-20 01:00	EST	2.39	P	607	P
USGS	02175000	2016-07-20 02:00	EST	2.40	P	610	P
USGS	02175000	2016-07-20 03:00	EST	2.41	P	613	P
USGS	02175000	2016-07-20 04:00	EST	2.39	P	607	P
USGS	02175000	2016-07-20 05:00	EST	2.41	P	613	P
USGS	02175000	2016-07-20 06:00	EST	2.44	P	621	P
USGS	02175000	2016-07-20 07:00	EST	2.45	P	624	P
USGS	02175000	2016-07-20 08:00	EST	2.47	P	630	P
USGS	02175000	2016-07-20 09:00	EST	2.47	P	630	P
USGS	02175000	2016-07-20 10:00	EST	2.47	P	630	P
USGS	02175000	2016-07-20 11:00	EST	2.50	P	639	P
USGS	02175000	2016-07-20 12:00	EST	2.50	P	639	P
USGS	02175000	2016-07-20 13:00	EST	2.51	P	642	P
USGS	02175000	2016-07-20 14:00	EST	2.54	P	651	P
USGS	02175000	2016-07-20 15:00	EST	2.54	P	651	P
USGS	02175000	2016-07-20 16:00	EST	2.55	P	654	P
USGS	02175000	2016-07-20 17:00	EST	2.55	P	654	P
USGS	02175000	2016-07-20 18:00	EST	2.57	P	661	P
USGS	02175000	2016-07-20 19:00	EST	2.57	P	661	P
USGS	02175000	2016-07-20 20:00	EST	2.57	P	661	P
USGS	02175000	2016-07-20 21:00	EST	2.59	P	667	P
USGS	02175000	2016-07-20 22:00	EST	2.60	P	670	P
USGS	02175000	2016-07-20 23:00	EST	2.60	P	670	P
USGS	02175000	2016-07-21 00:00	EST	2.61	P	673	P
USGS	02175000	2016-07-21 01:00	EST	2.62	P	676	P
USGS	02175000	2016-07-21 02:00	EST	2.62	P	676	P
USGS	02175000	2016-07-21 03:00	EST	2.63	P	679	P
USGS	02175000	2016-07-21 04:00	EST	2.64	P	682	P
USGS	02175000	2016-07-21 05:00	EST	2.64	P	682	P
USGS	02175000	2016-07-21 06:00	EST	2.65	P	685	P
USGS	02175000	2016-07-21 07:00	EST	2.65	P	685	P
USGS	02175000	2016-07-21 08:00	EST	2.66	P	688	P
USGS	02175000	2016-07-21 09:00	EST	2.67	P	691	P
USGS	02175000	2016-07-21 10:00	EST	2.68	P	694	P
USGS	02175000	2016-07-21 11:00	EST	2.68	P	694	P
USGS	02175000	2016-07-21 12:00	EST	2.69	P	697	P
USGS	02175000	2016-07-21 13:00	EST	2.70	P	701	P
USGS	02175000	2016-07-21 14:00	EST	2.66	P	688	P
USGS	02175000	2016-07-21 15:00	EST	2.74	P	713	P
USGS	02175000	2016-07-21 16:00	EST	2.75	P	716	P
USGS	02175000	2016-07-21 17:00	EST	2.76	P	719	P
USGS	02175000	2016-07-21 18:00	EST	2.76	P	719	P
USGS	02175000	2016-07-21 19:00	EST	2.77	P	723	P
USGS	02175000	2016-07-21 20:00	EST	2.78	P	726	P
USGS	02175000	2016-07-21 21:00	EST	2.78	P	726	P
USGS	02175000	2016-07-21 22:00	EST	2.78	P	726	P
USGS	02175000	2016-07-21 23:00	EST	2.79	P	729	P
USGS	02175000	2016-07-22 00:00	EST	2.79	P	729	P
USGS	02175000	2016-07-22 01:00	EST	2.80	P	732	P
USGS	02175000	2016-07-22 02:00	EST	2.80	P	732	P
USGS	02175000	2016-07-22 03:00	EST	2.80	P	732	P
USGS	02175000	2016-07-22 04:00	EST	2.81	P	735	P
USGS	02175000	2016-07-22 05:00	EST	2.81	P	735	P
